Country,Age,Employment,EdLevel,DevCategory,DevType,CompTotal,CompRange
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",86000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",51000.0,50k-100k
France,35-44,Employed,Bachelor,Software Development Roles,"Developer, front-end",50.0,0-50k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",68000.0,50k-100k
Denmark,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",100000.0,100k-200k
Finland,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",74000.0,50k-100k
Austria,18-24,Employed,Bachelor,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",80000.0,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, mobile",72000.0,50k-100k
Slovenia,35-44,Employed,Master,Software Development Roles,"Developer, back-end",64094.28571428572,50k-100k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",4900.0,0-50k
Spain,55-64,Employed,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Belgium,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Project manager,95000.0,50k-100k
Spain,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,35000.0,0-50k
Germany,35-44,Employed,PhD,Software Development Roles,"Developer, desktop or enterprise applications",90000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",28000.0,0-50k
Germany,35-44,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,92000.0,50k-100k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, back-end",80000.0,50k-100k
Slovakia,25-34,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,44000.0,0-50k
Lithuania,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",18000.0,0-50k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",28500.0,0-50k
Germany,45-54,Employed,Bachelor,Specialized Technical Roles,"Developer, QA or test",75312.76595744681,50k-100k
Estonia,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",67200.0,50k-100k
Austria,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",82811.39416058394,50k-100k
Germany,55-64,Employed,Master,Software Development Roles,"Developer, back-end",80000.0,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",60000.0,50k-100k
Portugal,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",48300.0,0-50k
Netherlands,25-34,Freelancer,PhD,Software Development Roles,"Developer, full-stack",49000.0,0-50k
France,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,53000.0,50k-100k
Spain,45-54,Freelancer,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,100000.0,100k-200k
Lithuania,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",56991.7247706422,50k-100k
Hungary,25-34,Freelancer,Master,Specialized Technical Roles,"Developer, QA or test",180000.0,100k-200k
Netherlands,18-24,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",48000.0,0-50k
Germany,55-64,Employed,Master,Software Development Roles,"Developer, full-stack",100000.0,100k-200k
Germany,45-54,Employed,PhD,"Management, Leadership, and Advocacy Roles",Engineering manager,85000.0,50k-100k
Germany,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",93000.0,50k-100k
Netherlands,25-34,Employed,Master,"Management, Leadership, and Advocacy Roles",Developer Experience,250000.0,200k-500k
Belgium,25-34,Employed,PhD,Data Science and Analysis Roles,Data scientist or machine learning specialist,59000.0,50k-100k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",55000.0,50k-100k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",100000.0,100k-200k
Germany,45-54,Employed,Bachelor,Software Development Roles,"Developer, back-end",80000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",61573.302305721605,50k-100k
Germany,35-44,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,105000.0,100k-200k
Germany,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Scientist,58142.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",96000.0,50k-100k
Finland,35-44,Employed,Master,Software Development Roles,"Developer, back-end",73439.97175141243,50k-100k
Netherlands,35-44,Employed,Bachelor,Data Science and Analysis Roles,Data scientist or machine learning specialist,75647.9641025641,50k-100k
Ireland,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",120000.0,100k-200k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",64831.26519337016,50k-100k
Netherlands,55-64,Employed,Master,Software Development Roles,"Developer, full-stack",90000.0,50k-100k
Slovenia,25-34,Employed,Bachelor,Specialized Technical Roles,"Developer, QA or test",56814.92957746479,50k-100k
Spain,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",40000.0,0-50k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",160000.0,100k-200k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",100000.0,100k-200k
Germany,35-44,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,60000.0,50k-100k
Ireland,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",67000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",55000.0,50k-100k
Netherlands,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,87834.77966101695,50k-100k
Latvia,25-34,Employed,Master,Specialized Technical Roles,Security professional,48000.0,0-50k
Germany,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",80000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",120000.0,100k-200k
Germany,45-54,Employed,PhD,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,75000.0,50k-100k
Germany,35-44,Employed,PhD,Software Development Roles,"Developer, back-end",66000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, mobile",49125.0,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, mobile",80975.01548387097,50k-100k
Germany,25-34,Freelancer,PhD,Software Development Roles,"Developer, desktop or enterprise applications",60000.0,50k-100k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",56000.0,50k-100k
Netherlands,45-54,Employed,Master,"Management, Leadership, and Advocacy Roles",Product manager,87023.48401826483,50k-100k
Romania,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",20000.0,0-50k
Spain,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, front-end",57486.9186351706,50k-100k
Portugal,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",65000.0,50k-100k
Germany,25-34,Employed,Master,Specialized Technical Roles,Blockchain,96000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, back-end",100000.0,100k-200k
Ireland,25-34,Employed,Master,Software Development Roles,"Developer, back-end",75000.0,50k-100k
Austria,18-24,Employed,PhD,Software Development Roles,"Developer, back-end",73585.9375,50k-100k
Croatia,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",83000.0,50k-100k
Slovakia,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",65000.0,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, back-end",100000.0,100k-200k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",33000.0,0-50k
Poland,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,98470.0,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",80000.0,50k-100k
France,35-44,Employed,Master,Software Development Roles,"Developer, mobile",64000.0,50k-100k
Germany,55-64,Employed,Master,Software Development Roles,"Developer, full-stack",87000.0,50k-100k
Greece,35-44,Employed,Bachelor,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",90000.0,50k-100k
Portugal,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",23000.0,0-50k
Greece,25-34,Employed,Master,Software Development Roles,"Developer, back-end",40000.0,0-50k
Belgium,25-34,Employed,Master,Software Development Roles,"Developer, back-end",68326.91558441559,50k-100k
Germany,25-34,Employed,Master,"Management, Leadership, and Advocacy Roles",Project manager,55000.0,50k-100k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, back-end",50500.0,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",65000.0,50k-100k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, embedded applications or devices",58000.0,50k-100k
Greece,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",35180.0,0-50k
Portugal,35-44,Employed,Bachelor,Software Development Roles,"Developer, mobile",48000.0,0-50k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",75000.0,50k-100k
Germany,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",55000.0,50k-100k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",87500.0,50k-100k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75647.9641025641,50k-100k
Ireland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",94536.61971830986,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",58000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",130000.0,100k-200k
Netherlands,25-34,Employed,Master,"Academic, Educational, and Research Roles",Scientist,50000.0,50k-100k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75647.9641025641,50k-100k
Slovakia,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,49000.0,0-50k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",45000.0,0-50k
Ireland,45-54,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",System administrator,94536.61971830986,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, mobile",61573.302305721605,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75312.76595744681,50k-100k
Germany,35-44,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,65000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",58000.0,50k-100k
France,45-54,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,140000.0,100k-200k
Italy,55-64,Freelancer,Master,Software Development Roles,"Developer, embedded applications or devices",51639.30034129693,50k-100k
Greece,18-24,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",45584.52413793103,0-50k
Greece,25-34,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",22000.0,0-50k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, back-end",74000.0,50k-100k
Italy,45-54,Employed,Master,Specialized Technical Roles,Hardware Engineer,51639.30034129693,50k-100k
Portugal,45-54,Employed,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Greece,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",45000.0,0-50k
Slovakia,35-44,Freelancer,Master,Software Development Roles,"Developer, back-end",70000.0,50k-100k
Germany,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",35000.0,0-50k
Sweden,25-34,Employed,Master,Software Development Roles,"Developer, back-end",130000.0,100k-200k
Austria,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Engineering manager,115000.0,100k-200k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",4800.0,0-50k
Germany,35-44,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,129000.0,100k-200k
Finland,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,77000.0,50k-100k
Malta,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",47000.0,0-50k
France,45-54,Employed,Bachelor,Software Development Roles,"Developer, full-stack",36000.0,0-50k
Greece,25-34,Employed,Master,Software Development Roles,"Developer, back-end",32500.0,0-50k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",110000.0,100k-200k
France,25-34,Employed,PhD,"Management, Leadership, and Advocacy Roles",Engineering manager,67008.79096045198,50k-100k
Germany,25-34,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,110000.0,100k-200k
Netherlands,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Spain,55-64,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,48000.0,0-50k
France,25-34,Employed,Master,Software Development Roles,"Developer, back-end",61573.302305721605,50k-100k
Ireland,55-64,Freelancer,PhD,"Management, Leadership, and Advocacy Roles",Product manager,140000.0,100k-200k
Italy,35-44,Employed,Bachelor,Software Development Roles,"Developer, mobile",32000.0,0-50k
Italy,35-44,Employed,Master,Software Development Roles,"Developer, mobile",52000.0,50k-100k
Belgium,45-54,Employed,Master,"Management, Leadership, and Advocacy Roles",Product manager,70000.0,50k-100k
